"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2020","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-06","2024-09-06",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN RAMON D LA NUEVA ORAN","SALTA","Femenino","1976","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",17009,"SALTA Nº 5","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","SALTA","SALTA","Masculino","1970","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17006,"SALTA Nº 2","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","Bº TRES CERRITOS","SALTA","Masculino","1954","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",18004,"SAN JUAN Nº 4","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","RIVADAVIA","SAN JUAN","Femenino","1975","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2020","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17006,"SALTA Nº 2","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","Bº EL HUAICO","SALTA","Femenino","1987","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2020","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2020","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",17006,"SALTA Nº 2","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","Bº EL HUAYCO","SALTA","Masculino","1978","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",17009,"SALTA Nº 5","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Jurídica","SALTA","SALTA","No aplica","2003","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-02","2024-09-02",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",18006,"SAN JUAN Nº 6","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","CAPITAL","SAN JUAN","Masculino","1981","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",16016,"ALLEN","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","ALLEN","RIO NEGRO","Masculino","1977","ARGENTINA",100,"62","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN RAMON DE LA NUEVA ORAN","SALTA","Femenino","1979","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","B° CIUDAD VALDIVIA - SALTA","SALTA","Masculino","1970","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","EMBARCACION","SALTA","Masculino","1981","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-13","2024-09-13",16014,"SAN CARLOS DE BARILOCHE Nº 3","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Jurídica","SAN CARLOS DE BARILOCHE","RIO NEGRO","No aplica","2022","No aplica",100,"62",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",18006,"SAN JUAN Nº 6","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","CAPITAL","SAN JUAN","Masculino","1981","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SOLARES DAY - SALTA","SALTA","Masculino","1998","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",18006,"SAN JUAN Nº 6","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","CAPITAL","SAN JUAN","Masculino","1981","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-18","2024-09-18",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5T","LOGAN ZEN 1.6","1","Privado","Física","SALTA","SALTA","Femenino","1977","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-02","2024-09-02",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-02","2024-09-02",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2010","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",17011,"SALTA Nº 7","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5U","LOGAN INTENS 1.6","1","Privado","Física","SALTA","SALTA","Femenino","1988","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","VILLA FLORESTA - SALTA","SALTA","Femenino","1995","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","VILLA PALACIOS (ASEMBAL) - SALTA","SALTA","Masculino","1987","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",18002,"SAN JUAN Nº 2","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","08","CHEVROLET","FC","CRUZE 4P 1.4 TURBO PREMIER AT","1","Privado","Física","RAWSON","SAN JUAN","Masculino","1954","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CU","CRONOS STILE 1.3 GSE BZ","1","Privado","Física","B° INTERSINDICAL - SALTA","SALTA","Femenino","1964","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",17008,"SALTA Nº 4","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","CANAL V - NEUQUEN","SALTA","Masculino","2001","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",18002,"SAN JUAN Nº 2","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","VILLA ABERASTAIN","SAN JUAN","Femenino","1990","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SALTA","SALTA","Femenino","1975","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","GENERAL GUEMES","SALTA","Femenino","1988","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CU","CRONOS STILE 1.3 GSE BZ","1","Privado","Física","B. EL PORTAL DE GUEMES-SALTA","SALTA","Femenino","1968","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","SALTA","SALTA","Femenino","1985","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",16014,"SAN CARLOS DE BARILOCHE Nº 3","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5S","LOGAN LIFE 1.6","1","Privado","Física","SAN CARLOS DE BARILOCHE","RIO NEGRO","Femenino","1964","ARGENTINA",100,"62","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",16014,"SAN CARLOS DE BARILOCHE Nº 3","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN CARLOS DE BARILOCHE","RIO NEGRO","Femenino","1982","ARGENTINA",100,"62","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN RAMON DE LA NUEVA ORAN","SALTA","Femenino","1972","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17008,"SALTA Nº 4","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5U","LOGAN INTENS 1.6","1","Privado","Física","B° SANTA VICTORIA - SALTA","SALTA","Masculino","1969","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-06","2024-09-06",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","CENTRO - SALTA","SALTA","Femenino","1979","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17008,"SALTA Nº 4","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CS","CRONOS PRECISION 1.3 GSE CVT BZ","1","Privado","Física","B° LAS BARDAS - RINCON DE LOS SAUCES","SALTA","Femenino","1977","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","LA UNION","SALTA","Femenino","1984","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","Bº PUEBLO NUEVO CACHI","SALTA","Masculino","1995","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","CORONEL MOLDES","SALTA","Masculino","1978","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CT","CRONOS LIKE 1.3 GSE BZ","1","Privado","Jurídica","CORONEL MOLDES","SALTA","No aplica","2008","No aplica",100,"66",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CU","CRONOS STILE 1.3 GSE BZ","1","Privado","Física","CERRILLOS","SALTA","Masculino","2000","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",18002,"SAN JUAN Nº 2","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","LOTEO LAPRIDA","SAN JUAN","Masculino","1964","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-03","2024-09-03",18006,"SAN JUAN Nº 6","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5S","LOGAN LIFE 1.6","1","Privado","Física","CAPITAL","SAN JUAN","Masculino","1981","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",16015,"VIEDMA Nº 2","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","37","RENAULT","5U","LOGAN INTENS 1.6","1","Privado","Física","VIEDMA","RIO NEGRO","Femenino","1951","ARGENTINA",100,"62","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-23","2024-09-23",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","B TRES CERRITOS - SALTA","SALTA","Femenino","1971","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN RAMON DE LA NUEVA ORAN","SALTA","Femenino","1994","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","CORONEL MOLDES","SALTA","Masculino","1978","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","TRES CERRITOS SALTA","SALTA","Masculino","1981","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","CORONEL MOLDES","SALTA","Masculino","1978","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SALTA","SALTA","Masculino","1972","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-04","2024-09-04",17011,"SALTA Nº 7","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","GENERAL GUEMES","SALTA","Masculino","1969","BOLIVIA",100,"66","BOL"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","B LOS INVERNADEROS - VILLA SAN LORENZO","SALTA","Femenino","1992","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-16","2024-09-16",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CU","CRONOS STILE 1.3 GSE BZ","1","Privado","Física","VILLA CHARTAS - SALTA","SALTA","Femenino","1989","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","JUAN MANUEL DE ROSAS - SALTA","SALTA","Femenino","1985","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",17010,"SALTA Nº 6","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CU","CRONOS STILE 1.3 GSE BZ","1","Privado","Física","B° SAN JOSE - SALTA","SALTA","Masculino","1982","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-20","2024-09-20",18002,"SAN JUAN Nº 2","San Juan","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","POCITO","SAN JUAN","Femenino","1978","ARGENTINA",100,"70","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",16013,"CIPOLLETTI Nº 2","Río Negro","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","GRAL FERNANDEZ ORO","RIO NEGRO","Femenino","1975","ARGENTINA",100,"62","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",17003,"ORAN","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","SAN RAMON DE LA NUEVA ORAN","SALTA","Masculino","1988","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-20","2024-09-20",17007,"SALTA Nº 3","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","LURACATAO","SALTA","Femenino","1981","ARGENTINA",100,"66","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",17004,"SALTA Nº 1","Salta","Nacional","2024","12","SEDAN 4 PUERTAS","17","FIAT","CP","CRONOS DRIVE 1.3 GSE BZ","1","Privado","Física","Bº UNIVERSITAROP - SALTA","SALTA","Masculino","1964","ARGENTINA",100,"66","ARG"
