"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1998","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-13","2024-09-13",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",2021,"CAPITAL FEDERAL Nº 021","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1979","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2023","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2022,"CAPITAL FEDERAL Nº 022","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1995","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2022,"CAPITAL FEDERAL Nº 022","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1995","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-16","2024-09-16",2022,"CAPITAL FEDERAL Nº 022","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HU","SPRINTER 314 CDI FURGON 3665","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1982","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2021,"CAPITAL FEDERAL Nº 021","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JG","SPRINTER 311 CDI STREET FURGON 3250 OM654","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1979","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-03","2024-09-03",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2018","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1998","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2003","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1998","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HU","SPRINTER 314 CDI FURGON 3665","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2016","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-06","2024-09-06",2022,"CAPITAL FEDERAL Nº 022","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JG","SPRINTER 311 CDI STREET FURGON 3250 OM654","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2000","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-04","2024-09-04",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","2000","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-18","2024-09-18",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-16","2024-09-16",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1959","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2027,"CAPITAL FEDERAL Nº 027","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HV","SPRINTER 314 CDI FURGON MIXTO VIDRIADO 3665","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1993","PERU",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",2024,"CAPITAL FEDERAL Nº 024","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","68","TOYOTA","CY","HIACE FURGON L2H2 2.8 TDI 6AT 3A","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2011","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JC","SPRINTER 414 CDI FURGON 4325","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1985","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",2017,"CAPITAL FEDERAL Nº 017","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JC","SPRINTER 414 CDI FURGON 4325","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-10","2024-09-10",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JC","SPRINTER 414 CDI FURGON 4325","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-06","2024-09-06",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","68","TOYOTA","CY","HIACE FURGON L2H2 2.8 TDI 6AT 3A","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1994","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-10","2024-09-10",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-03","2024-09-03",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1978","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2013,"CAPITAL FEDERAL Nº 013","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1992","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2013,"CAPITAL FEDERAL Nº 013","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1968","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",2026,"CAPITAL FEDERAL Nº 026","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JE","SPRINTER 517 CDI FURGON 4325","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2015","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-18","2024-09-18",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1985","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2013,"CAPITAL FEDERAL Nº 013","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1992","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2013,"CAPITAL FEDERAL Nº 013","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1992","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-20","2024-09-20",2026,"CAPITAL FEDERAL Nº 026","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1964","SUDAFRICA",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1984","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2013,"CAPITAL FEDERAL Nº 013","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1985","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1950","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2008","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2003","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2038,"CAPITAL FEDERAL Nº 038","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2001","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-17","2024-09-17",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1973","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-09","2024-09-09",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HY","SPRINTER 414 CDI FURGON 3665","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2019","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-18","2024-09-18",2036,"CAPITAL FEDERAL Nº 036","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2018","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1981","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2037,"CAPITAL FEDERAL Nº 037","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2022","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-03","2024-09-03",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1983","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-12","2024-09-12",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","07","CITROEN","GU","BERLINGO FURGON HDI 92 BUSINESS AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2015","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HV","SPRINTER 314 CDI FURGON MIXTO VIDRIADO 3665","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1977","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1999","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2001","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2039,"CAPITAL FEDERAL Nº 039","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JE","SPRINTER 517 CDI FURGON 4325","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2015","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","JG","SPRINTER 311 CDI STREET FURGON 3250 OM654","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1979","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-26","2024-09-26",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1987","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2017","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-30","2024-09-30",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2013","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1994","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2041,"CAPITAL FEDERAL Nº 041","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6A","KANGOO EXPRESS 2A 1.6 SCE 114","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1969","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-12","2024-09-12",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","29","MERCEDES BENZ","HV","SPRINTER 314 CDI FURGON MIXTO VIDRIADO 3665","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1994","BOLIVIA",100,"02","BOL"
"INSCRIPCION INICIAL NACIONAL","2024-09-25","2024-09-25",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1990","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-05","2024-09-05",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SK","PARTNER CONFORT 1.6 115 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1905","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1984","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2038,"CAPITAL FEDERAL Nº 038","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6C","KANGOO EXPRESS 5A 1.6 SCE 114","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1969","ARGENTINA",50,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-24","2024-09-24",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1985","ARGENTINA",100,"02","ARG"
"INSCRIPCION INICIAL NACIONAL","2024-09-19","2024-09-19",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","34","PEUGEOT","SJ","PARTNER CONFORT 1.6 HDI 92 AM22.5","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1994","No aplica",100,"02",""
"INSCRIPCION INICIAL NACIONAL","2024-09-27","2024-09-27",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","2024","22","FURGON","37","RENAULT","6D","KANGOO EXPRESS 5A 1.5 DCI 89","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1988","ARGENTINA",100,"02","ARG"
